id,year,month,date,lease_commence_date,remaining_lease,remaining_lease_months
21394,2018,1,2018-01,1970,51 years,612
21395,2018,1,2018-01,1972,53 years 07 months,636
21396,2018,1,2018-01,1970,51 years 07 months,612
21397,2018,1,2018-01,1971,52 years,624
21398,2018,1,2018-01,1976,57 years 10 months,684
21399,2018,1,2018-01,1971,52 years,624
21400,2018,1,2018-01,1973,54 years 06 months,648
21401,2018,1,2018-01,1967,48 years 06 months,576
21402,2018,1,2018-01,1970,51 years,612
21403,2018,1,2018-01,1973,54 years 06 months,648
21404,2018,1,2018-01,1970,51 years,612
21405,2018,1,2018-01,1971,52 years 06 months,624
21406,2018,1,2018-01,1971,52 years 07 months,624
21407,2018,1,2018-01,1982,63 years,756
21408,2018,1,2018-01,1984,65 years 06 months,780
21409,2018,1,2018-01,1976,57 years 04 months,684
21410,2018,1,2018-01,1976,57 years 04 months,684
21411,2018,1,2018-01,1973,54 years 06 months,648
21412,2018,1,2018-01,1973,54 years 07 months,648
21413,2018,1,2018-01,1989,70 years 01 month,840
21414,2018,1,2018-01,2009,90 years 04 months,1080
21415,2018,1,2018-01,1974,55 years 06 months,660
21416,2018,1,2018-01,1989,70 years,840
21417,2018,1,2018-01,1998,79 years 01 month,948
21418,2018,1,2018-01,1997,78 years 08 months,936
21419,2018,1,2018-01,1997,78 years 09 months,936
21420,2018,1,2018-01,2009,90 years 03 months,1080
21421,2018,1,2018-01,1997,78 years 02 months,936
21422,2018,1,2018-01,2009,90 years 03 months,1080
21423,2018,1,2018-01,2006,87 years,1044
21424,2018,1,2018-01,2009,90 years 03 months,1080
21425,2018,1,2018-01,2012,93 years 04 months,1116
21426,2018,1,2018-01,2012,93 years 03 months,1116
21427,2018,1,2018-01,1978,59 years,708
21428,2018,1,2018-01,1999,80 years 11 months,960
21429,2018,1,2018-01,2012,93 years 04 months,1116
21430,2018,1,2018-01,2012,93 years 04 months,1116
21431,2018,1,2018-01,2012,93 years 04 months,1116
21432,2018,1,2018-01,2012,93 years 04 months,1116
21433,2018,1,2018-01,2012,93 years 04 months,1116
21434,2018,1,2018-01,2012,93 years 05 months,1116
21435,2018,1,2018-01,1984,65 years 02 months,780
21436,2018,1,2018-01,1984,65 years 02 months,780
21437,2018,1,2018-01,1974,55 years 06 months,660
21438,2018,1,2018-01,1974,55 years 06 months,660
21439,2018,1,2018-01,1977,58 years 11 months,696
21440,2018,1,2018-01,1974,55 years 06 months,660
21441,2018,1,2018-01,1976,57 years 03 months,684
21442,2018,1,2018-01,1985,66 years,792
21443,2018,1,2018-01,1993,74 years 08 months,888
21444,2018,1,2018-01,1993,74 years 08 months,888
21445,2018,1,2018-01,1990,71 years 04 months,852
21446,2018,1,2018-01,2013,94 years 10 months,1128
21447,2018,1,2018-01,2013,94 years 10 months,1128
21448,2018,1,2018-01,1985,66 years 10 months,792
21449,2018,1,2018-01,1997,78 years 10 months,936
21450,2018,1,2018-01,1977,58 years 04 months,696
21451,2018,1,2018-01,1985,66 years 10 months,792
21452,2018,1,2018-01,1996,77 years 01 month,924
21453,2018,1,2018-01,1996,77 years 07 months,924
21454,2018,1,2018-01,1998,79 years 05 months,948
21455,2018,1,2018-01,1985,66 years 02 months,792
21456,2018,1,2018-01,1998,79 years 05 months,948
21457,2018,1,2018-01,1997,78 years 09 months,936
21458,2018,1,2018-01,2003,84 years 05 months,1008
21459,2018,1,2018-01,1987,68 years 01 month,816
21460,2018,1,2018-01,1998,79 years 07 months,948
21461,2018,1,2018-01,1997,78 years 07 months,936
21462,2018,1,2018-01,1998,79 years 02 months,948
21463,2018,1,2018-01,1998,79 years 01 month,948
21464,2018,1,2018-01,1998,79 years 11 months,948
21465,2018,1,2018-01,1987,68 years,816
21466,2018,1,2018-01,1998,79 years 07 months,948
21467,2018,1,2018-01,1985,66 years 02 months,792
21468,2018,1,2018-01,1997,78 years 09 months,936
21469,2018,1,2018-01,1997,79 years,948
21470,2018,1,2018-01,1985,66 years 02 months,792
21471,2018,1,2018-01,1997,78 years 07 months,936
21472,2018,1,2018-01,2001,82 years 04 months,984
21473,2018,1,2018-01,1997,78 years 02 months,936
21474,2018,1,2018-01,1999,80 years 11 months,960
21475,2018,1,2018-01,1990,71 years 04 months,852
21476,2018,1,2018-01,1996,77 years 11 months,924
21477,2018,1,2018-01,2000,81 years 09 months,972
21478,2018,1,2018-01,2003,84 years 01 month,1008
21479,2018,1,2018-01,2003,84 years 02 months,1008
21480,2018,1,2018-01,2013,94 years 10 months,1128
21481,2018,1,2018-01,1996,77 years 06 months,924
21482,2018,1,2018-01,2013,94 years 10 months,1128
21483,2018,1,2018-01,1999,80 years 02 months,960
21484,2018,1,2018-01,2013,94 years 05 months,1128
21485,2018,1,2018-01,1999,80 years 03 months,960
21486,2018,1,2018-01,1998,79 years 01 month,948
21487,2018,1,2018-01,2004,85 years 04 months,1020
21488,2018,1,2018-01,1998,79 years 03 months,948
21489,2018,1,2018-01,2004,85 years 02 months,1020
21490,2018,1,2018-01,2013,94 years 10 months,1128
21491,2018,1,2018-01,2003,84 years 01 month,1008
21492,2018,1,2018-01,2013,94 years 10 months,1128
21493,2018,1,2018-01,1997,78 years 05 months,936
21494,2018,1,2018-01,1994,75 years,900
21495,2018,1,2018-01,2013,94 years 10 months,1128
21496,2018,1,2018-01,1996,78 years,936
21497,2018,1,2018-01,1999,80 years 02 months,960
21498,2018,1,2018-01,2001,82 years 04 months,984
21499,2018,1,2018-01,2000,81 years 06 months,972
21500,2018,1,2018-01,2000,81 years 08 months,972
21501,2018,1,2018-01,2000,81 years 01 month,972
21502,2018,1,2018-01,1996,77 years 09 months,924
21503,2018,1,2018-01,1995,76 years 03 months,912
21504,2018,1,2018-01,1986,67 years 05 months,804
21505,2018,1,2018-01,1995,76 years 03 months,912
21506,2018,1,2018-01,1996,77 years 09 months,924
21507,2018,1,2018-01,1995,76 years 02 months,912
21508,2018,1,2018-01,1995,76 years 03 months,912
21509,2018,1,2018-01,1994,75 years,900
21510,2018,1,2018-01,2000,81 years 08 months,972
21511,2018,1,2018-01,2000,81 years 09 months,972
21512,2018,1,2018-01,1986,67 years 06 months,804
21513,2018,1,2018-01,1987,68 years 06 months,816
21514,2018,1,2018-01,1986,67 years 02 months,804
21515,2018,1,2018-01,1984,65 years 05 months,780
21516,2018,1,2018-01,1984,65 years 08 months,780
21517,2018,1,2018-01,1985,66 years 05 months,792
21518,2018,1,2018-01,1987,68 years 09 months,816
21519,2018,1,2018-01,1984,65 years 09 months,780
21520,2018,1,2018-01,1987,68 years 03 months,816
21521,2018,1,2018-01,1985,66 years 08 months,792
21522,2018,1,2018-01,1989,70 years 01 month,840
21523,2018,1,2018-01,1985,66 years 09 months,792
21524,2018,1,2018-01,1985,66 years 01 month,792
21525,2018,1,2018-01,1985,66 years,792
21526,2018,1,2018-01,1988,69 years 09 months,828
21527,2018,1,2018-01,1985,66 years 09 months,792
21528,2018,1,2018-01,1988,69 years 01 month,828
21529,2018,1,2018-01,1985,66 years 02 months,792
21530,2018,1,2018-01,1986,67 years,804
21531,2018,1,2018-01,1985,66 years 07 months,792
21532,2018,1,2018-01,1988,69 years 09 months,828
21533,2018,1,2018-01,2013,94 years 07 months,1128
21534,2018,1,2018-01,1984,66 years,792
21535,2018,1,2018-01,1988,69 years 03 months,828
21536,2018,1,2018-01,1987,69 years,828
21537,2018,1,2018-01,1987,68 years 06 months,816
21538,2018,1,2018-01,1985,66 years 03 months,792
21539,2018,1,2018-01,1988,69 years,828
21540,2018,1,2018-01,1987,68 years 11 months,816
21541,2018,1,2018-01,1988,69 years 08 months,828
21542,2018,1,2018-01,1987,68 years 10 months,816
21543,2018,1,2018-01,1988,69 years 08 months,828
21544,2018,1,2018-01,1986,67 years 02 months,804
21545,2018,1,2018-01,1988,69 years 11 months,828
21546,2018,1,2018-01,1985,66 years 07 months,792
21547,2018,1,2018-01,1987,68 years 07 months,816
21548,2018,1,2018-01,1987,68 years 03 months,816
21549,2018,1,2018-01,2012,93 years 07 months,1116
21550,2018,1,2018-01,1984,65 years 11 months,780
21551,2018,1,2018-01,1995,76 years 01 month,912
21552,2018,1,2018-01,1986,67 years 05 months,804
21553,2018,1,2018-01,1985,66 years,792
21554,2018,1,2018-01,1992,73 years 05 months,876
21555,2018,1,2018-01,1985,66 years 03 months,792
21556,2018,1,2018-01,2012,93 years 08 months,1116
21557,2018,1,2018-01,1985,66 years 05 months,792
21558,2018,1,2018-01,1985,66 years 08 months,792
21559,2018,1,2018-01,1993,73 years 11 months,876
21560,2018,1,2018-01,2013,94 years 08 months,1128
21561,2018,1,2018-01,1988,69 years 02 months,828
21562,2018,1,2018-01,1985,66 years 04 months,792
21563,2018,1,2018-01,2012,93 years 07 months,1116
21564,2018,1,2018-01,2012,93 years 08 months,1116
21565,2018,1,2018-01,1987,68 years 11 months,816
21566,2018,1,2018-01,1986,67 years,804
21567,2018,1,2018-01,1988,69 years 09 months,828
21568,2018,1,2018-01,1988,69 years 03 months,828
21569,2018,1,2018-01,1987,69 years,828
21570,2018,1,2018-01,1985,66 years 06 months,792
21571,2018,1,2018-01,1985,66 years 03 months,792
21572,2018,1,2018-01,1987,69 years,828
21573,2018,1,2018-01,1988,69 years 07 months,828
21574,2018,1,2018-01,1988,69 years 03 months,828
21575,2018,1,2018-01,1987,68 years 07 months,816
21576,2018,1,2018-01,1985,66 years 04 months,792
21577,2018,1,2018-01,2000,81 years 10 months,972
21578,2018,1,2018-01,1987,68 years 02 months,816
21579,2018,1,2018-01,1985,66 years 07 months,792
21580,2018,1,2018-01,1988,69 years 05 months,828
21581,2018,1,2018-01,1987,68 years 07 months,816
21582,2018,2,2018-02,1980,61 years 05 months,732
21583,2018,2,2018-02,1981,62 years 04 months,744
21584,2018,2,2018-02,1980,61 years,732
21585,2018,2,2018-02,1977,58 years 03 months,696
21586,2018,2,2018-02,1977,58 years 02 months,696
21587,2018,2,2018-02,1980,61 years 07 months,732
21588,2018,2,2018-02,1980,61 years 01 month,732
21589,2018,2,2018-02,1978,59 years 08 months,708
21590,2018,2,2018-02,1980,61 years,732
21591,2018,2,2018-02,1980,61 years 05 months,732
21592,2018,2,2018-02,1980,61 years 07 months,732
21593,2018,2,2018-02,1977,58 years 02 months,696
21594,2018,2,2018-02,1978,59 years,708
21595,2018,2,2018-02,1981,61 years 11 months,732
21596,2018,2,2018-02,1981,62 years,744
21597,2018,2,2018-02,1980,61 years 08 months,732
21598,2018,2,2018-02,1981,62 years 01 month,744
21599,2018,2,2018-02,1979,59 years 11 months,708
21600,2018,2,2018-02,1977,58 years 08 months,696
21601,2018,2,2018-02,1979,59 years 11 months,708
21602,2018,2,2018-02,1978,59 years 08 months,708
21603,2018,2,2018-02,1980,61 years 01 month,732
21604,2018,2,2018-02,1979,60 years 06 months,720
21605,2018,2,2018-02,1980,61 years 08 months,732
21606,2018,2,2018-02,1977,58 years 07 months,696
21607,2018,2,2018-02,1980,61 years 08 months,732
21608,2018,2,2018-02,1980,61 years,732
21609,2018,2,2018-02,1980,61 years 01 month,732
21610,2018,2,2018-02,1980,60 years 11 months,720
21611,2018,2,2018-02,1981,62 years 02 months,744
21612,2018,2,2018-02,1979,60 years 06 months,720
21613,2018,2,2018-02,1981,62 years 02 months,744
21614,2018,2,2018-02,1980,61 years 06 months,732
21615,2018,2,2018-02,1978,59 years 08 months,708
21616,2018,2,2018-02,1978,59 years 08 months,708
21617,2018,2,2018-02,1980,61 years 05 months,732
21618,2018,2,2018-02,1978,59 years 08 months,708
21619,2018,2,2018-02,2011,92 years 06 months,1104
21620,2018,2,2018-02,1979,60 years,720
21621,2018,2,2018-02,1979,60 years 03 months,720
21622,2018,2,2018-02,1980,61 years 06 months,732
21623,2018,2,2018-02,2003,84 years 07 months,1008
21624,2018,2,2018-02,2003,83 years 11 months,996
21625,2018,2,2018-02,2011,92 years 06 months,1104
21626,2018,2,2018-02,1996,77 years 03 months,924
21627,2018,2,2018-02,1986,66 years 11 months,792
21628,2018,2,2018-02,1978,59 years 03 months,708
21629,2018,2,2018-02,1986,67 years 02 months,804
21630,2018,2,2018-02,1978,59 years 03 months,708
21631,2018,2,2018-02,1981,62 years 06 months,744
21632,2018,2,2018-02,1977,58 years 05 months,696
21633,2018,2,2018-02,1980,60 years 11 months,720
21634,2018,2,2018-02,1977,58 years 04 months,696
21635,2018,2,2018-02,1985,66 years 06 months,792
21636,2018,2,2018-02,1986,67 years 02 months,804
21637,2018,2,2018-02,1977,58 years 06 months,696
21638,2018,2,2018-02,1978,59 years 03 months,708
21639,2018,2,2018-02,1979,60 years 06 months,720
21640,2018,2,2018-02,1979,60 years 04 months,720
21641,2018,2,2018-02,1981,62 years 05 months,744
21642,2018,2,2018-02,1981,62 years 05 months,744
21643,2018,2,2018-02,1978,59 years 03 months,708
21644,2018,2,2018-02,1978,59 years 04 months,708
21645,2018,2,2018-02,1978,59 years 04 months,708
21646,2018,2,2018-02,1979,60 years 05 months,720
21647,2018,2,2018-02,1980,60 years 11 months,720
21648,2018,2,2018-02,1982,63 years 09 months,756
21649,2018,2,2018-02,1980,61 years 01 month,732
21650,2018,2,2018-02,1978,59 years 08 months,708
21651,2018,2,2018-02,1979,60 years 06 months,720
21652,2018,2,2018-02,1979,60 years 07 months,720
21653,2018,2,2018-02,1978,59 years 03 months,708
21654,2018,2,2018-02,1979,60 years 06 months,720
21655,2018,2,2018-02,1977,58 years 06 months,696
21656,2018,2,2018-02,2010,91 years 03 months,1092
21657,2018,2,2018-02,1977,58 years 08 months,696
21658,2018,2,2018-02,1980,60 years 11 months,720
21659,2018,2,2018-02,1977,58 years 07 months,696
21660,2018,2,2018-02,1987,68 years,816
21661,2018,2,2018-02,1979,60 years 04 months,720
21662,2018,2,2018-02,1985,66 years 05 months,792
21663,2018,2,2018-02,1987,68 years 04 months,816
21664,2018,2,2018-02,1985,66 years 05 months,792
21665,2018,2,2018-02,1986,67 years 07 months,804
21666,2018,2,2018-02,1978,59 years 04 months,708
21667,2018,2,2018-02,1978,59 years 05 months,708
21668,2018,2,2018-02,1983,64 years 08 months,768
21669,2018,2,2018-02,1984,65 years 02 months,780
21670,2018,2,2018-02,1996,77 years 05 months,924
21671,2018,2,2018-02,1993,74 years 03 months,888
21672,2018,2,2018-02,2000,81 years 10 months,972
21673,2018,2,2018-02,2000,81 years 10 months,972
21674,2018,2,2018-02,2000,81 years 10 months,972
21675,2018,2,2018-02,2005,86 years 10 months,1032
21676,2018,2,2018-02,1981,62 years 04 months,744
21677,2018,2,2018-02,1981,62 years 04 months,744
21678,2018,2,2018-02,1998,79 years,948
21679,2018,2,2018-02,1996,77 years 09 months,924
21680,2018,2,2018-02,1979,60 years,720
21681,2018,2,2018-02,1975,55 years 11 months,660
21682,2018,2,2018-02,1996,77 years 09 months,924
21683,2018,2,2018-02,1980,61 years 05 months,732
21684,2018,2,2018-02,1996,77 years 08 months,924
21685,2018,2,2018-02,1984,65 years 05 months,780
21686,2018,2,2018-02,2006,86 years 11 months,1032
21687,2018,2,2018-02,1993,74 years 03 months,888
21688,2018,2,2018-02,1989,70 years 01 month,840
21689,2018,2,2018-02,2010,91 years 03 months,1092
21690,2018,2,2018-02,1987,67 years 11 months,804
21691,2018,2,2018-02,1987,68 years,816
21692,2018,2,2018-02,1984,65 years 06 months,780
21693,2018,2,2018-02,1996,77 years 11 months,924
21694,2018,2,2018-02,1993,74 years 03 months,888
21695,2018,2,2018-02,1989,70 years,840
21696,2018,2,2018-02,1974,55 years 05 months,660
21697,2018,2,2018-02,1987,68 years 11 months,816
21698,2018,2,2018-02,1986,67 years,804
21699,2018,2,2018-02,1992,73 years 05 months,876
21700,2018,2,2018-02,1986,67 years 10 months,804
21701,2018,2,2018-02,1990,71 years 03 months,852
21702,2018,2,2018-02,1992,73 years 06 months,876
21703,2018,2,2018-02,1989,70 years 07 months,840
21704,2018,2,2018-02,2011,92 years 07 months,1104
21705,2018,2,2018-02,1987,68 years 02 months,816
21706,2018,2,2018-02,1998,79 years 04 months,948
21707,2018,2,2018-02,1988,69 years 05 months,828
21708,2018,2,2018-02,1998,79 years 04 months,948
21709,2018,2,2018-02,2011,92 years 07 months,1104
21710,2018,2,2018-02,1992,73 years 05 months,876
21711,2018,2,2018-02,1985,66 years 05 months,792
21712,2018,2,2018-02,1985,66 years 10 months,792
21713,2018,2,2018-02,1988,69 years 03 months,828
21714,2018,2,2018-02,1987,68 years 04 months,816
21715,2018,2,2018-02,1987,68 years 08 months,816
21716,2018,2,2018-02,1986,67 years 09 months,804
21717,2018,2,2018-02,1988,69 years 04 months,828
21718,2018,2,2018-02,1986,67 years 09 months,804
21719,2018,2,2018-02,1985,66 years 03 months,792
21720,2018,2,2018-02,1987,68 years 05 months,816
21721,2018,2,2018-02,1985,66 years 01 month,792
21722,2018,2,2018-02,1985,66 years 02 months,792
21723,2018,2,2018-02,1985,65 years 11 months,780
21724,2018,2,2018-02,1984,65 years 10 months,780
21725,2018,2,2018-02,1986,67 years 02 months,804
21726,2018,2,2018-02,1985,65 years 11 months,780
21727,2018,2,2018-02,1986,66 years 11 months,792
21728,2018,2,2018-02,1986,67 years 09 months,804
21729,2018,2,2018-02,1986,67 years 09 months,804
21730,2018,2,2018-02,1986,67 years,804
21731,2018,2,2018-02,1985,66 years 05 months,792
21732,2018,2,2018-02,1998,79 years 06 months,948
21733,2018,2,2018-02,1997,78 years 01 month,936
21734,2018,2,2018-02,1984,65 years 09 months,780
21735,2018,2,2018-02,1986,67 years 02 months,804
21736,2018,2,2018-02,2004,85 years 07 months,1020
21737,2018,2,2018-02,2004,85 years 08 months,1020
21738,2018,2,2018-02,1985,66 years 04 months,792
21739,2018,2,2018-02,1997,78 years 02 months,936
21740,2018,2,2018-02,2004,85 years 11 months,1020
21741,2018,2,2018-02,1984,65 years 10 months,780
21742,2018,2,2018-02,1997,78 years 10 months,936
21743,2018,2,2018-02,1997,78 years 05 months,936
21744,2018,2,2018-02,1997,78 years 04 months,936
21745,2018,2,2018-02,1988,69 years 01 month,828
21746,2018,2,2018-02,1985,66 years 04 months,792
21747,2018,2,2018-02,1998,79 years,948
21748,2018,2,2018-02,1998,79 years,948
21749,2018,2,2018-02,2004,85 years 07 months,1020
21750,2018,2,2018-02,2004,85 years 07 months,1020
21751,2018,2,2018-02,1985,66 years 02 months,792
21752,2018,2,2018-02,1997,78 years 11 months,936
21753,2018,2,2018-02,1993,74 years 02 months,888
21754,2018,2,2018-02,1997,78 years 08 months,936
21755,2018,2,2018-02,1987,68 years,816
21756,2018,2,2018-02,1997,78 years 07 months,936
21757,2018,2,2018-02,1997,78 years 10 months,936
21758,2018,2,2018-02,1975,56 years 01 month,672
21759,2018,2,2018-02,1969,50 years 06 months,600
21760,2018,2,2018-02,1976,57 years,684
21761,2018,2,2018-02,1970,50 years 11 months,600
21762,2018,2,2018-02,1982,63 years 06 months,756
21763,2018,2,2018-02,1971,52 years,624
21764,2018,2,2018-02,1975,56 years 02 months,672
21765,2018,2,2018-02,1978,58 years 11 months,696
21766,2018,2,2018-02,1983,64 years 06 months,768
21767,2018,2,2018-02,1976,57 years 08 months,684
21768,2018,2,2018-02,1982,63 years 08 months,756
21769,2018,2,2018-02,1975,56 years 02 months,672
21770,2018,2,2018-02,1969,50 years 05 months,600
21771,2018,2,2018-02,1976,57 years,684
21772,2018,2,2018-02,1973,54 years,648
21773,2018,2,2018-02,1980,61 years 09 months,732
21774,2018,2,2018-02,2008,89 years 10 months,1068
21775,2018,2,2018-02,2013,94 years 01 month,1128
21776,2018,2,2018-02,2013,94 years 08 months,1128
21777,2018,2,2018-02,1975,55 years 11 months,660
21778,2018,2,2018-02,1978,59 years 05 months,708
21779,2018,2,2018-02,1978,59 years 05 months,708
21780,2018,2,2018-02,1976,57 years 07 months,684
21781,2018,2,2018-02,1983,64 years,768
21782,2018,2,2018-02,1986,67 years 08 months,804
21783,2018,2,2018-02,1985,66 years 02 months,792
21784,2018,2,2018-02,2006,87 years,1044
21785,2018,2,2018-02,1997,78 years 04 months,936
21786,2018,2,2018-02,2002,82 years 11 months,984
21787,2018,2,2018-02,2001,82 years 01 month,984
21788,2018,2,2018-02,2013,94 years 01 month,1128
21789,2018,2,2018-02,2013,94 years 06 months,1128
21790,2018,2,2018-02,1984,65 years 05 months,780
21791,2018,2,2018-02,1978,59 years 01 month,708
21792,2018,2,2018-02,2002,83 years 03 months,996
21793,2018,2,2018-02,1978,58 years 11 months,696
21794,2018,2,2018-02,1979,60 years 08 months,720
21795,2018,2,2018-02,1973,54 years 06 months,648
21796,2018,2,2018-02,2003,83 years 11 months,996
21797,2018,2,2018-02,2003,84 years 04 months,1008
21798,2018,2,2018-02,2007,87 years 11 months,1044
21799,2018,2,2018-02,1989,70 years 03 months,840
21800,2018,2,2018-02,1988,69 years 02 months,828
21801,2018,2,2018-02,1988,69 years 10 months,828
21802,2018,2,2018-02,2012,93 years 09 months,1116
21803,2018,2,2018-02,1997,78 years 06 months,936
21804,2018,2,2018-02,1999,80 years,960
21805,2018,2,2018-02,1999,80 years 03 months,960
21806,2018,2,2018-02,1988,69 years 07 months,828
21807,2018,2,2018-02,1998,79 years 10 months,948
21808,2018,2,2018-02,1988,69 years 06 months,828
21809,2018,2,2018-02,1998,79 years 04 months,948
21810,2018,2,2018-02,1988,69 years 08 months,828
21811,2018,2,2018-02,2013,94 years 11 months,1128
21812,2018,2,2018-02,2013,94 years 10 months,1128
21813,2018,2,2018-02,2012,93 years 10 months,1116
21814,2018,2,2018-02,2012,93 years 09 months,1116
21815,2018,2,2018-02,2012,93 years 09 months,1116
21816,2018,2,2018-02,2002,83 years 07 months,996
21817,2018,2,2018-02,1988,69 years 03 months,828
21818,2018,2,2018-02,1989,70 years 09 months,840
21819,2018,2,2018-02,2001,82 years 09 months,984
21820,2018,2,2018-02,1988,69 years 09 months,828
21821,2018,2,2018-02,2004,85 years 09 months,1020
21822,2018,2,2018-02,2004,85 years 08 months,1020
21823,2018,2,2018-02,1998,79 years 01 month,948
21824,2018,2,2018-02,2001,82 years 11 months,984
21825,2018,2,2018-02,2001,82 years 08 months,984
21826,2018,2,2018-02,1999,80 years 02 months,960
21827,2018,2,2018-02,1997,78 years 08 months,936
21828,2018,2,2018-02,1997,78 years 05 months,936
21829,2018,2,2018-02,2003,83 years 11 months,996
21830,2018,2,2018-02,2003,83 years 11 months,996
21831,2018,2,2018-02,2001,82 years 11 months,984
21832,2018,2,2018-02,1998,79 years 09 months,948
21833,2018,2,2018-02,1989,70 years 05 months,840
21834,2018,2,2018-02,1974,55 years 02 months,660
21835,2018,2,2018-02,1989,70 years 05 months,840
21836,2018,2,2018-02,1985,66 years 05 months,792
21837,2018,2,2018-02,1977,58 years 01 month,696
21838,2018,2,2018-02,1982,63 years 04 months,756
21839,2018,2,2018-02,1985,66 years 04 months,792
21840,2018,2,2018-02,1980,61 years 03 months,732
21841,2018,2,2018-02,2011,92 years,1104
21842,2018,2,2018-02,2011,92 years,1104
21843,2018,2,2018-02,2011,91 years 11 months,1092
21844,2018,2,2018-02,2011,91 years 11 months,1092
21845,2018,2,2018-02,2011,91 years 11 months,1092
21846,2018,2,2018-02,2011,92 years 10 months,1104
21847,2018,2,2018-02,2011,92 years 07 months,1104
21848,2018,2,2018-02,1981,62 years 08 months,744
21849,2018,2,2018-02,1979,60 years 02 months,720
21850,2018,2,2018-02,2013,94 years 05 months,1128
21851,2018,2,2018-02,2013,94 years 05 months,1128
21852,2018,2,2018-02,1993,74 years 04 months,888
21853,2018,2,2018-02,1981,62 years 07 months,744
21854,2018,2,2018-02,1993,74 years 04 months,888
21855,2018,2,2018-02,2002,83 years 04 months,996
21856,2018,2,2018-02,2003,84 years 03 months,1008
21857,2018,2,2018-02,1999,80 years 02 months,960
21858,2018,2,2018-02,2002,83 years 09 months,996
21859,2018,2,2018-02,1999,80 years 02 months,960
21860,2018,2,2018-02,1992,73 years 05 months,876
21861,2018,2,2018-02,1995,76 years 07 months,912
21862,2018,2,2018-02,1989,70 years,840
21863,2018,2,2018-02,1989,70 years,840
21864,2018,2,2018-02,1999,80 years 11 months,960
21865,2018,2,2018-02,1993,74 years 04 months,888
21866,2018,2,2018-02,1993,74 years 04 months,888
21867,2018,2,2018-02,1989,70 years 03 months,840
21868,2018,2,2018-02,1990,71 years 04 months,852
21869,2018,2,2018-02,1995,76 years 04 months,912
21870,2018,2,2018-02,1999,80 years 04 months,960
21871,2018,2,2018-02,1993,74 years 04 months,888
21872,2018,2,2018-02,1992,73 years 05 months,876
21873,2018,2,2018-02,1990,71 years,852
21874,2018,2,2018-02,2000,81 years 01 month,972
21875,2018,2,2018-02,2013,94 years 07 months,1128
21876,2018,2,2018-02,1990,71 years 03 months,852
21877,2018,2,2018-02,1996,77 years 07 months,924
21878,2018,2,2018-02,1996,77 years 04 months,924
21879,2018,2,2018-02,1990,71 years,852
21880,2018,2,2018-02,1989,70 years 09 months,840
21881,2018,2,2018-02,1979,59 years 11 months,708
21882,2018,2,2018-02,1995,76 years 04 months,912
21883,2018,2,2018-02,2002,83 years 08 months,996
21884,2018,2,2018-02,2002,83 years 02 months,996
21885,2018,2,2018-02,2003,84 years,1008
21886,2018,2,2018-02,1989,70 years 02 months,840
21887,2018,2,2018-02,2002,83 years 07 months,996
21888,2018,2,2018-02,1979,59 years 11 months,708
21889,2018,2,2018-02,1993,74 years 04 months,888
21890,2018,2,2018-02,1998,79 years,948
21891,2018,2,2018-02,1996,77 years 02 months,924
21892,2018,2,2018-02,1989,70 years,840
21893,2018,2,2018-02,1996,77 years 01 month,924
21894,2018,2,2018-02,1998,79 years 03 months,948
21895,2018,2,2018-02,1993,74 years 04 months,888
21896,2018,2,2018-02,1980,61 years 07 months,732
21897,2018,2,2018-02,1984,65 years 02 months,780
21898,2018,2,2018-02,1978,59 years 07 months,708
21899,2018,2,2018-02,1980,61 years 06 months,732
21900,2018,2,2018-02,1980,61 years 05 months,732
21901,2018,2,2018-02,1979,60 years 08 months,720
21902,2018,2,2018-02,1978,59 years 11 months,708
21903,2018,2,2018-02,1979,60 years 03 months,720
21904,2018,2,2018-02,1979,60 years 10 months,720
21905,2018,2,2018-02,1980,61 years,732
21906,2018,2,2018-02,1980,61 years,732
21907,2018,2,2018-02,1979,60 years 09 months,720
21908,2018,2,2018-02,2003,84 years,1008
21909,2018,2,2018-02,1978,59 years 10 months,708
21910,2018,2,2018-02,1978,59 years 03 months,708
21911,2018,2,2018-02,1978,59 years 11 months,708
21912,2018,2,2018-02,2013,94 years 07 months,1128
21913,2018,2,2018-02,2013,94 years 07 months,1128
21914,2018,2,2018-02,1984,65 years 09 months,780
21915,2018,2,2018-02,2013,94 years 07 months,1128
21916,2018,2,2018-02,2002,83 years 11 months,996
21917,2018,2,2018-02,2013,94 years 07 months,1128
21918,2018,2,2018-02,2013,94 years 07 months,1128
21919,2018,2,2018-02,2013,94 years 07 months,1128
21920,2018,2,2018-02,2013,94 years 07 months,1128
21921,2018,2,2018-02,2012,93 years 05 months,1116
21922,2018,2,2018-02,1983,64 years 08 months,768
21923,2018,2,2018-02,1978,59 years 01 month,708
21924,2018,2,2018-02,2002,83 years 10 months,996
21925,2018,2,2018-02,2006,87 years 09 months,1044
21926,2018,2,2018-02,1984,65 years 02 months,780
21927,2018,2,2018-02,1969,49 years 11 months,588
21928,2018,2,2018-02,1971,52 years,624
21929,2018,2,2018-02,1971,51 years 11 months,612
21930,2018,2,2018-02,1967,48 years,576
21931,2018,2,2018-02,1969,49 years 11 months,588
21932,2018,2,2018-02,1975,56 years 06 months,672
21933,2018,2,2018-02,1977,58 years 03 months,696
21934,2018,2,2018-02,1977,58 years 03 months,696
21935,2018,2,2018-02,1977,58 years 05 months,696
21936,2018,2,2018-02,1969,49 years 11 months,588
