id,year,month,date,lease_commence_date,remaining_lease,remaining_lease_months
77989,2020,9,2020-09,1979,57 years 05 months,684
77990,2020,9,2020-09,1980,58 years 06 months,696
77991,2020,9,2020-09,1979,57 years 04 months,684
77992,2020,9,2020-09,1978,56 years 09 months,672
77993,2020,9,2020-09,1978,56 years 08 months,672
77994,2020,9,2020-09,1978,56 years 09 months,672
77995,2020,9,2020-09,1980,58 years 05 months,696
77996,2020,9,2020-09,1980,58 years 05 months,696
77997,2020,9,2020-09,1980,58 years 10 months,696
77998,2020,9,2020-09,1979,58 years 02 months,696
77999,2020,9,2020-09,1979,57 years 11 months,684
78000,2020,9,2020-09,1979,57 years 11 months,684
78001,2020,9,2020-09,1986,64 years 04 months,768
78002,2020,9,2020-09,1980,58 years 04 months,696
78003,2020,9,2020-09,1980,58 years 09 months,696
78004,2020,9,2020-09,1978,56 years 07 months,672
78005,2020,9,2020-09,1979,57 years 11 months,684
78006,2020,9,2020-09,1980,58 years 09 months,696
78007,2020,9,2020-09,1980,58 years 08 months,696
78008,2020,9,2020-09,2014,93 years,1116
78009,2020,9,2020-09,1981,59 years 11 months,708
78010,2020,9,2020-09,1985,63 years 10 months,756
78011,2020,9,2020-09,1985,64 years,768
78012,2020,9,2020-09,1982,60 years 09 months,720
78013,2020,9,2020-09,1986,65 years,780
78014,2020,9,2020-09,1985,64 years,768
78015,2020,9,2020-09,1981,59 years 06 months,708
78016,2020,9,2020-09,1981,59 years 06 months,708
78017,2020,9,2020-09,1976,54 years 04 months,648
78018,2020,9,2020-09,1985,64 years 02 months,768
78019,2020,9,2020-09,1976,54 years 04 months,648
78020,2020,9,2020-09,1978,56 years 04 months,672
78021,2020,9,2020-09,1976,54 years 04 months,648
78022,2020,9,2020-09,1983,61 years 08 months,732
78023,2020,9,2020-09,1972,50 years 11 months,600
78024,2020,9,2020-09,2016,95 years 03 months,1140
78025,2020,9,2020-09,2016,95 years 02 months,1140
78026,2020,9,2020-09,1972,50 years 10 months,600
78027,2020,9,2020-09,1984,62 years 04 months,744
78028,2020,9,2020-09,1982,61 years 02 months,732
78029,2020,9,2020-09,2016,95 years 02 months,1140
78030,2020,9,2020-09,1972,50 years 10 months,600
78031,2020,9,2020-09,1972,50 years 10 months,600
78032,2020,9,2020-09,1980,58 years 09 months,696
78033,2020,9,2020-09,1981,59 years 10 months,708
78034,2020,9,2020-09,1985,64 years 02 months,768
78035,2020,9,2020-09,1982,61 years 01 month,732
78036,2020,9,2020-09,1977,55 years 08 months,660
78037,2020,9,2020-09,2010,88 years 08 months,1056
78038,2020,9,2020-09,2010,88 years 08 months,1056
78039,2020,9,2020-09,2010,88 years 08 months,1056
78040,2020,9,2020-09,1979,57 years 11 months,684
78041,2020,9,2020-09,1979,57 years 11 months,684
78042,2020,9,2020-09,1979,57 years 10 months,684
78043,2020,9,2020-09,1980,58 years 07 months,696
78044,2020,9,2020-09,1980,58 years 08 months,696
78045,2020,9,2020-09,1978,57 years 03 months,684
78046,2020,9,2020-09,1980,58 years 07 months,696
78047,2020,9,2020-09,1979,57 years 09 months,684
78048,2020,9,2020-09,1980,59 years 03 months,708
78049,2020,9,2020-09,1978,56 years 06 months,672
78050,2020,9,2020-09,1978,56 years 09 months,672
78051,2020,9,2020-09,1978,56 years 09 months,672
78052,2020,9,2020-09,1979,57 years 04 months,684
78053,2020,9,2020-09,1980,59 years 02 months,708
78054,2020,9,2020-09,1978,56 years 07 months,672
78055,2020,9,2020-09,1980,58 years 09 months,696
78056,2020,9,2020-09,1980,58 years 09 months,696
78057,2020,9,2020-09,1980,58 years 09 months,696
78058,2020,9,2020-09,1986,65 years 03 months,780
78059,2020,9,2020-09,1981,59 years 07 months,708
78060,2020,9,2020-09,1984,63 years,756
78061,2020,9,2020-09,1986,65 years 03 months,780
78062,2020,9,2020-09,1985,63 years 10 months,756
78063,2020,9,2020-09,1986,65 years,780
78064,2020,9,2020-09,1982,60 years 08 months,720
78065,2020,9,2020-09,1985,63 years 11 months,756
78066,2020,9,2020-09,1987,65 years 04 months,780
78067,2020,9,2020-09,1987,65 years 08 months,780
78068,2020,9,2020-09,1998,76 years 05 months,912
78069,2020,9,2020-09,2000,79 years 04 months,948
78070,2020,9,2020-09,2000,79 years 04 months,948
78071,2020,9,2020-09,1977,56 years 01 month,672
78072,2020,9,2020-09,1977,56 years,672
78073,2020,9,2020-09,1977,56 years,672
78074,2020,9,2020-09,1976,54 years 04 months,648
78075,2020,9,2020-09,1977,56 years,672
78076,2020,9,2020-09,1977,56 years,672
78077,2020,9,2020-09,1985,63 years 07 months,756
78078,2020,9,2020-09,1977,56 years 01 month,672
78079,2020,9,2020-09,1977,56 years 01 month,672
78080,2020,9,2020-09,1977,56 years,672
78081,2020,9,2020-09,2016,95 years 03 months,1140
78082,2020,9,2020-09,2016,95 years 03 months,1140
78083,2020,9,2020-09,1982,61 years 01 month,732
78084,2020,9,2020-09,2001,79 years 06 months,948
78085,2020,9,2020-09,2016,95 years 03 months,1140
78086,2020,9,2020-09,2016,95 years 02 months,1140
78087,2020,9,2020-09,2001,79 years 05 months,948
78088,2020,9,2020-09,1984,62 years 04 months,744
78089,2020,9,2020-09,1978,56 years 09 months,672
78090,2020,9,2020-09,1977,56 years,672
78091,2020,9,2020-09,1978,56 years 08 months,672
78092,2020,9,2020-09,2010,88 years 09 months,1056
78093,2020,9,2020-09,2010,88 years 08 months,1056
78094,2020,9,2020-09,1979,57 years 09 months,684
78095,2020,9,2020-09,1979,57 years 09 months,684
78096,2020,9,2020-09,1978,57 years 02 months,684
78097,2020,9,2020-09,1979,57 years 09 months,684
78098,2020,9,2020-09,1978,57 years 03 months,684
78099,2020,9,2020-09,1978,56 years 10 months,672
78100,2020,9,2020-09,1978,56 years 09 months,672
78101,2020,9,2020-09,1978,56 years 07 months,672
78102,2020,9,2020-09,1978,56 years 09 months,672
78103,2020,9,2020-09,2014,93 years,1116
78104,2020,9,2020-09,2014,93 years,1116
78105,2020,9,2020-09,2014,93 years,1116
78106,2020,9,2020-09,2014,93 years,1116
78107,2020,9,2020-09,2014,93 years,1116
78108,2020,9,2020-09,1985,63 years 11 months,756
78109,2020,9,2020-09,1982,60 years 08 months,720
78110,2020,9,2020-09,1984,62 years 04 months,744
78111,2020,9,2020-09,1985,63 years 10 months,756
78112,2020,9,2020-09,1978,56 years 07 months,672
78113,2020,9,2020-09,1977,56 years 01 month,672
78114,2020,9,2020-09,1976,54 years 05 months,648
78115,2020,9,2020-09,1993,71 years 08 months,852
78116,2020,9,2020-09,1983,62 years 01 month,744
78117,2020,9,2020-09,1983,61 years 11 months,732
78118,2020,9,2020-09,1989,67 years 05 months,804
78119,2020,9,2020-09,1977,55 years 10 months,660
78120,2020,9,2020-09,1993,71 years 09 months,852
78121,2020,9,2020-09,1987,65 years 05 months,780
78122,2020,9,2020-09,1993,71 years 09 months,852
78123,2020,9,2020-09,1987,65 years 06 months,780
78124,2020,9,2020-09,1993,71 years 08 months,852
78125,2020,9,2020-09,1987,65 years 05 months,780
78126,2020,9,2020-09,1993,72 years 03 months,864
78127,2020,9,2020-09,1986,64 years 07 months,768
78128,2020,9,2020-09,1996,75 years 01 month,900
78129,2020,9,2020-09,1996,75 years 03 months,900
78130,2020,9,2020-09,1996,75 years 03 months,900
78131,2020,9,2020-09,1989,67 years 04 months,804
78132,2020,9,2020-09,1986,64 years 05 months,768
78133,2020,9,2020-09,1988,66 years 05 months,792
78134,2020,9,2020-09,1985,63 years 05 months,756
78135,2020,9,2020-09,1973,52 years 01 month,624
78136,2020,9,2020-09,1973,52 years 01 month,624
78137,2020,9,2020-09,1987,66 years 02 months,792
78138,2020,9,2020-09,1985,64 years 02 months,768
78139,2020,9,2020-09,1986,65 years 03 months,780
78140,2020,9,2020-09,1986,64 years 05 months,768
78141,2020,9,2020-09,1987,66 years 02 months,792
78142,2020,9,2020-09,1992,70 years 11 months,840
78143,2020,9,2020-09,1992,70 years 11 months,840
78144,2020,9,2020-09,1992,70 years 08 months,840
78145,2020,9,2020-09,1992,70 years 11 months,840
78146,2020,9,2020-09,1992,70 years 08 months,840
78147,2020,9,2020-09,1992,70 years 11 months,840
78148,2020,9,2020-09,1992,70 years 11 months,840
78149,2020,9,2020-09,2011,90 years,1080
78150,2020,9,2020-09,1992,71 years,852
78151,2020,9,2020-09,1998,76 years 09 months,912
78152,2020,9,2020-09,1998,76 years 09 months,912
78153,2020,9,2020-09,1992,70 years 11 months,840
78154,2020,9,2020-09,1992,70 years 11 months,840
78155,2020,9,2020-09,1990,68 years 07 months,816
78156,2020,9,2020-09,1985,63 years 10 months,756
78157,2020,9,2020-09,1990,68 years 05 months,816
78158,2020,9,2020-09,1990,68 years 07 months,816
78159,2020,9,2020-09,1974,52 years 11 months,624
78160,2020,9,2020-09,1987,65 years 10 months,780
78161,2020,9,2020-09,1988,66 years 11 months,792
78162,2020,9,2020-09,1986,65 years 03 months,780
78163,2020,9,2020-09,1987,65 years 09 months,780
78164,2020,9,2020-09,1987,65 years 05 months,780
78165,2020,9,2020-09,1988,67 years,804
78166,2020,9,2020-09,1987,65 years 10 months,780
78167,2020,9,2020-09,1987,65 years 08 months,780
78168,2020,9,2020-09,1992,70 years 11 months,840
78169,2020,9,2020-09,1998,76 years 09 months,912
78170,2020,9,2020-09,1992,70 years 08 months,840
78171,2020,9,2020-09,1998,76 years 10 months,912
78172,2020,9,2020-09,2011,90 years,1080
78173,2020,9,2020-09,1998,76 years 09 months,912
78174,2020,9,2020-09,1992,70 years 11 months,840
78175,2020,9,2020-09,1992,70 years 11 months,840
78176,2020,9,2020-09,1992,70 years 07 months,840
78177,2020,9,2020-09,1990,68 years 05 months,816
78178,2020,9,2020-09,1985,63 years 06 months,756
78179,2020,9,2020-09,1988,66 years 07 months,792
78180,2020,9,2020-09,1987,65 years 04 months,780
78181,2020,9,2020-09,1985,63 years 08 months,756
78182,2020,9,2020-09,1984,62 years 11 months,744
78183,2020,9,2020-09,1983,62 years 02 months,744
78184,2020,9,2020-09,1987,66 years 03 months,792
78185,2020,9,2020-09,1987,65 years 10 months,780
78186,2020,9,2020-09,1986,65 years 03 months,780
78187,2020,9,2020-09,1986,64 years 06 months,768
78188,2020,9,2020-09,1988,66 years 07 months,792
78189,2020,9,2020-09,1985,63 years 05 months,756
78190,2020,9,2020-09,1984,63 years 02 months,756
78191,2020,9,2020-09,1984,63 years 02 months,756
78192,2020,9,2020-09,1984,63 years 03 months,756
78193,2020,9,2020-09,1984,63 years 03 months,756
78194,2020,9,2020-09,1984,63 years 03 months,756
78195,2020,9,2020-09,1985,63 years 07 months,756
78196,2020,9,2020-09,1998,76 years 06 months,912
78197,2020,9,2020-09,1985,63 years 08 months,756
78198,2020,9,2020-09,1985,63 years 09 months,756
78199,2020,9,2020-09,1985,64 years 01 month,768
78200,2020,9,2020-09,1985,63 years 05 months,756
78201,2020,9,2020-09,1985,63 years 07 months,756
78202,2020,9,2020-09,1985,64 years 01 month,768
78203,2020,9,2020-09,1985,63 years 07 months,756
78204,2020,9,2020-09,1998,76 years 05 months,912
78205,2020,9,2020-09,1998,76 years 06 months,912
78206,2020,9,2020-09,1997,76 years 03 months,912
78207,2020,9,2020-09,1998,76 years 10 months,912
78208,2020,9,2020-09,1985,63 years 10 months,756
78209,2020,9,2020-09,1987,65 years 11 months,780
78210,2020,9,2020-09,1985,63 years 09 months,756
78211,2020,9,2020-09,1986,64 years 08 months,768
78212,2020,9,2020-09,1986,64 years 07 months,768
78213,2020,9,2020-09,1986,65 years 03 months,780
78214,2020,9,2020-09,1987,65 years 05 months,780
78215,2020,9,2020-09,1986,64 years 07 months,768
78216,2020,9,2020-09,1986,65 years 01 month,780
78217,2020,9,2020-09,2005,83 years 04 months,996
78218,2020,9,2020-09,2004,83 years 03 months,996
78219,2020,9,2020-09,1984,62 years 10 months,744
78220,2020,9,2020-09,1984,62 years 11 months,744
78221,2020,9,2020-09,1984,62 years 11 months,744
78222,2020,9,2020-09,1997,75 years 07 months,900
78223,2020,9,2020-09,1984,62 years 11 months,744
78224,2020,9,2020-09,1984,62 years 11 months,744
78225,2020,9,2020-09,1984,63 years 04 months,756
78226,2020,9,2020-09,1985,63 years 05 months,756
78227,2020,9,2020-09,1985,63 years 08 months,756
78228,2020,9,2020-09,1985,63 years 10 months,756
78229,2020,9,2020-09,1985,63 years 07 months,756
78230,2020,9,2020-09,1985,63 years 10 months,756
78231,2020,9,2020-09,1985,63 years 08 months,756
78232,2020,9,2020-09,1998,76 years 06 months,912
78233,2020,9,2020-09,1997,76 years 03 months,912
78234,2020,9,2020-09,1986,65 years 02 months,780
78235,2020,9,2020-09,2004,83 years 01 month,996
78236,2020,9,2020-09,2004,83 years 03 months,996
78237,2020,9,2020-09,1997,75 years 07 months,900
78238,2020,9,2020-09,1985,63 years 06 months,756
78239,2020,9,2020-09,1985,63 years 10 months,756
78240,2020,9,2020-09,1985,63 years 07 months,756
78241,2020,9,2020-09,1985,63 years 08 months,756
78242,2020,9,2020-09,1985,63 years 05 months,756
78243,2020,9,2020-09,1997,76 years 02 months,912
78244,2020,9,2020-09,1998,76 years 10 months,912
78245,2020,9,2020-09,1997,76 years 03 months,912
78246,2020,9,2020-09,1997,76 years 03 months,912
78247,2020,9,2020-09,1997,76 years 03 months,912
78248,2020,9,2020-09,1986,64 years 06 months,768
78249,2020,9,2020-09,1987,65 years 08 months,780
78250,2020,9,2020-09,1985,64 years 01 month,768
78251,2020,9,2020-09,1987,65 years 05 months,780
78252,2020,9,2020-09,1987,65 years 08 months,780
78253,2020,9,2020-09,1987,65 years 07 months,780
78254,2020,9,2020-09,1987,65 years 07 months,780
78255,2020,9,2020-09,1986,65 years 03 months,780
78256,2020,9,2020-09,1993,71 years 07 months,852
78257,2020,9,2020-09,1969,47 years 11 months,564
78258,2020,9,2020-09,1970,48 years 04 months,576
78259,2020,9,2020-09,1971,49 years 05 months,588
78260,2020,9,2020-09,1971,49 years 11 months,588
78261,2020,9,2020-09,1971,49 years 10 months,588
78262,2020,9,2020-09,2016,94 years 04 months,1128
78263,2020,9,2020-09,1973,51 years 11 months,612
78264,2020,9,2020-09,1973,51 years 10 months,612
78265,2020,9,2020-09,1983,62 years,744
78266,2020,9,2020-09,2003,81 years 04 months,972
78267,2020,9,2020-09,2003,81 years 04 months,972
78268,2020,9,2020-09,2013,91 years 08 months,1092
78269,2020,9,2020-09,1969,47 years 10 months,564
78270,2020,9,2020-09,1967,45 years 10 months,540
78271,2020,9,2020-09,1971,49 years 11 months,588
78272,2020,9,2020-09,1976,54 years 04 months,648
78273,2020,9,2020-09,1975,53 years 09 months,636
78274,2020,9,2020-09,1979,57 years 04 months,684
78275,2020,9,2020-09,2008,87 years 04 months,1044
78276,2020,9,2020-09,2008,87 years 03 months,1044
78277,2020,9,2020-09,2009,87 years 04 months,1044
78278,2020,9,2020-09,1969,47 years 10 months,564
78279,2020,9,2020-09,1973,51 years 05 months,612
78280,2020,9,2020-09,1973,51 years 05 months,612
78281,2020,9,2020-09,1970,48 years 04 months,576
78282,2020,9,2020-09,1970,48 years 04 months,576
78283,2020,9,2020-09,1983,61 years 09 months,732
78284,2020,9,2020-09,1983,61 years 07 months,732
78285,2020,9,2020-09,1978,56 years 10 months,672
78286,2020,9,2020-09,2016,94 years 05 months,1128
78287,2020,9,2020-09,2005,84 years 02 months,1008
78288,2020,9,2020-09,2005,84 years 01 month,1008
78289,2020,9,2020-09,2016,94 years 04 months,1128
78290,2020,9,2020-09,2016,94 years 04 months,1128
78291,2020,9,2020-09,2016,94 years 04 months,1128
78292,2020,9,2020-09,2016,94 years 04 months,1128
78293,2020,9,2020-09,2002,81 years 03 months,972
78294,2020,9,2020-09,2006,84 years 05 months,1008
78295,2020,9,2020-09,2013,91 years 08 months,1092
78296,2020,9,2020-09,2013,91 years 08 months,1092
78297,2020,9,2020-09,1970,48 years 10 months,576
78298,2020,9,2020-09,1987,65 years 04 months,780
78299,2020,9,2020-09,1996,75 years 02 months,900
78300,2020,9,2020-09,2009,87 years 05 months,1044
78301,2020,9,2020-09,1997,75 years 10 months,900
78302,2020,9,2020-09,2002,80 years 04 months,960
78303,2020,9,2020-09,2001,80 years 02 months,960
78304,2020,9,2020-09,2005,84 years 03 months,1008
78305,2020,9,2020-09,2005,84 years 03 months,1008
78306,2020,9,2020-09,1975,53 years 08 months,636
78307,2020,9,2020-09,1978,56 years 10 months,672
78308,2020,9,2020-09,2003,81 years 07 months,972
78309,2020,9,2020-09,1976,54 years 07 months,648
78310,2020,9,2020-09,2013,92 years,1104
78311,2020,9,2020-09,2016,94 years 04 months,1128
78312,2020,9,2020-09,2005,84 years 01 month,1008
78313,2020,9,2020-09,2005,84 years 01 month,1008
78314,2020,9,2020-09,1985,63 years 07 months,756
78315,2020,9,2020-09,2003,81 years 05 months,972
78316,2020,9,2020-09,1983,61 years 10 months,732
78317,2020,9,2020-09,2006,84 years 06 months,1008
78318,2020,9,2020-09,2000,78 years 10 months,936
78319,2020,9,2020-09,1983,62 years,744
78320,2020,9,2020-09,2003,81 years 05 months,972
78321,2020,9,2020-09,2003,81 years 09 months,972
78322,2020,9,2020-09,1995,73 years 11 months,876
78323,2020,9,2020-09,2005,84 years 02 months,1008
78324,2020,9,2020-09,2005,84 years 02 months,1008
78325,2020,9,2020-09,1975,53 years 11 months,636
78326,2020,9,2020-09,2002,80 years 05 months,960
78327,2020,9,2020-09,2003,81 years 06 months,972
78328,2020,9,2020-09,1997,75 years 10 months,900
78329,2020,9,2020-09,2003,81 years 06 months,972
78330,2020,9,2020-09,2014,93 years 03 months,1116
78331,2020,9,2020-09,2013,92 years 04 months,1104
78332,2020,9,2020-09,1989,67 years 09 months,804
78333,2020,9,2020-09,2016,95 years 04 months,1140
78334,2020,9,2020-09,2016,95 years 04 months,1140
78335,2020,9,2020-09,2015,94 years 03 months,1128
78336,2020,9,2020-09,2016,95 years 04 months,1140
78337,2020,9,2020-09,2016,95 years 03 months,1140
78338,2020,9,2020-09,1987,66 years 01 month,792
78339,2020,9,2020-09,1988,67 years 03 months,804
78340,2020,9,2020-09,2014,93 years 04 months,1116
78341,2020,9,2020-09,2014,93 years 04 months,1116
78342,2020,9,2020-09,2015,93 years 10 months,1116
78343,2020,9,2020-09,2015,94 years 03 months,1128
78344,2020,9,2020-09,2013,92 years 04 months,1104
78345,2020,9,2020-09,2015,94 years 02 months,1128
78346,2020,9,2020-09,1988,67 years 04 months,804
78347,2020,9,2020-09,1989,67 years 11 months,804
78348,2020,9,2020-09,1988,66 years 04 months,792
78349,2020,9,2020-09,1988,67 years,804
78350,2020,9,2020-09,1988,66 years 09 months,792
78351,2020,9,2020-09,1999,77 years 11 months,924
78352,2020,9,2020-09,1989,68 years,816
78353,2020,9,2020-09,1999,77 years 10 months,924
78354,2020,9,2020-09,1988,66 years 10 months,792
78355,2020,9,2020-09,1989,68 years 02 months,816
78356,2020,9,2020-09,2016,95 years 04 months,1140
78357,2020,9,2020-09,2016,95 years 04 months,1140
78358,2020,9,2020-09,2016,95 years 04 months,1140
78359,2020,9,2020-09,2016,95 years 03 months,1140
78360,2020,9,2020-09,2016,95 years 03 months,1140
78361,2020,9,2020-09,2016,95 years 03 months,1140
78362,2020,9,2020-09,2016,95 years 03 months,1140
78363,2020,9,2020-09,1998,76 years 08 months,912
78364,2020,9,2020-09,1998,76 years 05 months,912
78365,2020,9,2020-09,1998,76 years 09 months,912
78366,2020,9,2020-09,1998,77 years,924
78367,2020,9,2020-09,1998,76 years 06 months,912
78368,2020,9,2020-09,1998,77 years,924
78369,2020,9,2020-09,2003,81 years 08 months,972
78370,2020,9,2020-09,2003,81 years 08 months,972
78371,2020,9,2020-09,1988,67 years,804
78372,2020,9,2020-09,1988,66 years 08 months,792
78373,2020,9,2020-09,1988,66 years 10 months,792
78374,2020,9,2020-09,2015,94 years,1128
78375,2020,9,2020-09,2015,94 years,1128
78376,2020,9,2020-09,2015,94 years 04 months,1128
78377,2020,9,2020-09,2014,93 years 04 months,1116
78378,2020,9,2020-09,2015,93 years 11 months,1116
78379,2020,9,2020-09,2015,94 years 04 months,1128
78380,2020,9,2020-09,2014,93 years 04 months,1116
78381,2020,9,2020-09,2012,91 years 03 months,1092
78382,2020,9,2020-09,2002,80 years 07 months,960
78383,2020,9,2020-09,2012,91 years 03 months,1092
78384,2020,9,2020-09,2014,93 years 04 months,1116
78385,2020,9,2020-09,2015,94 years 04 months,1128
78386,2020,9,2020-09,2012,91 years 02 months,1092
78387,2020,9,2020-09,2015,94 years 03 months,1128
78388,2020,9,2020-09,2015,94 years 03 months,1128
78389,2020,9,2020-09,2015,94 years 03 months,1128
78390,2020,9,2020-09,2014,93 years 04 months,1116
78391,2020,9,2020-09,2015,94 years 03 months,1128
78392,2020,9,2020-09,2015,93 years 10 months,1116
78393,2020,9,2020-09,2012,91 years 02 months,1092
78394,2020,9,2020-09,2002,80 years 08 months,960
78395,2020,9,2020-09,2015,94 years 03 months,1128
78396,2020,9,2020-09,2013,92 years 04 months,1104
78397,2020,9,2020-09,2015,94 years 02 months,1128
78398,2020,9,2020-09,2015,94 years 02 months,1128
78399,2020,9,2020-09,2015,94 years 03 months,1128
78400,2020,9,2020-09,2015,94 years 02 months,1128
78401,2020,9,2020-09,2013,92 years 04 months,1104
78402,2020,9,2020-09,1999,77 years 06 months,924
78403,2020,9,2020-09,2015,94 years 01 month,1128
78404,2020,9,2020-09,2015,94 years 02 months,1128
78405,2020,9,2020-09,2015,94 years 01 month,1128
78406,2020,9,2020-09,2015,94 years 02 months,1128
78407,2020,9,2020-09,2015,94 years 02 months,1128
78408,2020,9,2020-09,2015,94 years 01 month,1128
78409,2020,9,2020-09,2005,83 years 06 months,996
78410,2020,9,2020-09,2015,94 years 02 months,1128
78411,2020,9,2020-09,1999,77 years 09 months,924
78412,2020,9,2020-09,1999,77 years 09 months,924
78413,2020,9,2020-09,1988,66 years 11 months,792
78414,2020,9,2020-09,2016,95 years 04 months,1140
78415,2020,9,2020-09,2016,95 years 04 months,1140
78416,2020,9,2020-09,1989,67 years 05 months,804
78417,2020,9,2020-09,1989,67 years 05 months,804
78418,2020,9,2020-09,1989,68 years 03 months,816
78419,2020,9,2020-09,1999,77 years 09 months,924
78420,2020,9,2020-09,1998,76 years 10 months,912
78421,2020,9,2020-09,2003,81 years 08 months,972
78422,2020,9,2020-09,2003,81 years 08 months,972
78423,2020,9,2020-09,1988,66 years 09 months,792
78424,2020,9,2020-09,2002,80 years 11 months,960
78425,2020,9,2020-09,2015,94 years 04 months,1128
78426,2020,9,2020-09,2015,93 years 10 months,1116
78427,2020,9,2020-09,2015,94 years 03 months,1128
78428,2020,9,2020-09,2015,93 years 10 months,1116
78429,2020,9,2020-09,2015,94 years 03 months,1128
78430,2020,9,2020-09,2002,80 years 07 months,960
78431,2020,9,2020-09,2004,83 years 02 months,996
78432,2020,9,2020-09,2001,80 years 02 months,960
78433,2020,9,2020-09,2002,80 years 07 months,960
78434,2020,9,2020-09,2015,94 years 01 month,1128
78435,2020,9,2020-09,1988,67 years 02 months,804
78436,2020,9,2020-09,1989,67 years 05 months,804
78437,2020,9,2020-09,1988,67 years 02 months,804
78438,2020,9,2020-09,1987,66 years 01 month,792
78439,2020,9,2020-09,1999,77 years 11 months,924
78440,2020,9,2020-09,1998,77 years 01 month,924
78441,2020,9,2020-09,1988,66 years 05 months,792
78442,2020,9,2020-09,2001,80 years 02 months,960
78443,2020,9,2020-09,1976,54 years 08 months,648
78444,2020,9,2020-09,1974,52 years 07 months,624
78445,2020,9,2020-09,1988,67 years 03 months,804
78446,2020,9,2020-09,1988,66 years 10 months,792
78447,2020,9,2020-09,1988,67 years 01 month,804
78448,2020,9,2020-09,1988,67 years 02 months,804
78449,2020,9,2020-09,1982,60 years 04 months,720
78450,2020,9,2020-09,1981,59 years 11 months,708
78451,2020,9,2020-09,1977,56 years 02 months,672
78452,2020,9,2020-09,1979,57 years 06 months,684
78453,2020,9,2020-09,1974,52 years 10 months,624
78454,2020,9,2020-09,1974,52 years 05 months,624
78455,2020,9,2020-09,1984,62 years 06 months,744
78456,2020,9,2020-09,1977,55 years 06 months,660
78457,2020,9,2020-09,1980,58 years 11 months,696
78458,2020,9,2020-09,1975,53 years 09 months,636
78459,2020,9,2020-09,1980,58 years 11 months,696
78460,2020,9,2020-09,1986,65 years 01 month,780
78461,2020,9,2020-09,1980,58 years 08 months,696
78462,2020,9,2020-09,2011,89 years 04 months,1068
78463,2020,9,2020-09,2011,89 years 04 months,1068
78464,2020,9,2020-09,2011,89 years 04 months,1068
78465,2020,9,2020-09,1984,62 years 06 months,744
78466,2020,9,2020-09,1980,58 years 09 months,696
78467,2020,9,2020-09,2011,89 years 05 months,1068
78468,2020,9,2020-09,2011,89 years 04 months,1068
78469,2020,9,2020-09,2011,89 years 04 months,1068
78470,2020,9,2020-09,2002,80 years 10 months,960
78471,2020,9,2020-09,2015,93 years 06 months,1116
78472,2020,9,2020-09,2015,93 years 05 months,1116
78473,2020,9,2020-09,2017,95 years 07 months,1140
78474,2020,9,2020-09,1989,68 years 01 month,816
78475,2020,9,2020-09,1981,60 years,720
78476,2020,9,2020-09,1994,73 years 03 months,876
78477,2020,9,2020-09,1993,71 years 10 months,852
78478,2020,9,2020-09,1993,71 years 10 months,852
78479,2020,9,2020-09,1992,70 years 11 months,840
78480,2020,9,2020-09,1997,75 years 08 months,900
78481,2020,9,2020-09,1992,70 years 11 months,840
78482,2020,9,2020-09,1992,70 years 10 months,840
78483,2020,9,2020-09,2016,94 years 10 months,1128
78484,2020,9,2020-09,2016,94 years 10 months,1128
78485,2020,9,2020-09,2016,94 years 09 months,1128
78486,2020,9,2020-09,2016,94 years 10 months,1128
78487,2020,9,2020-09,1999,77 years 10 months,924
78488,2020,9,2020-09,2013,91 years 11 months,1092
78489,2020,9,2020-09,2016,94 years 09 months,1128
78490,2020,9,2020-09,2016,94 years 10 months,1128
78491,2020,9,2020-09,2016,94 years 09 months,1128
78492,2020,9,2020-09,2016,94 years 10 months,1128
78493,2020,9,2020-09,2016,94 years 09 months,1128
78494,2020,9,2020-09,2003,81 years 07 months,972
78495,2020,9,2020-09,1999,78 years 04 months,936
78496,2020,9,2020-09,2003,82 years,984
78497,2020,9,2020-09,1999,78 years 02 months,936
78498,2020,9,2020-09,1999,78 years 02 months,936
78499,2020,9,2020-09,2002,81 years 01 month,972
78500,2020,9,2020-09,2003,81 years 05 months,972
78501,2020,9,2020-09,1993,71 years 09 months,852
78502,2020,9,2020-09,2002,80 years 09 months,960
78503,2020,9,2020-09,2015,93 years 05 months,1116
78504,2020,9,2020-09,2015,93 years 05 months,1116
78505,2020,9,2020-09,2015,93 years 04 months,1116
78506,2020,9,2020-09,2015,93 years 04 months,1116
78507,2020,9,2020-09,2015,93 years 04 months,1116
78508,2020,9,2020-09,1996,74 years 10 months,888
78509,2020,9,2020-09,1989,67 years 05 months,804
78510,2020,9,2020-09,1981,60 years,720
78511,2020,9,2020-09,1999,77 years 11 months,924
78512,2020,9,2020-09,1993,71 years 09 months,852
78513,2020,9,2020-09,1997,75 years 07 months,900
78514,2020,9,2020-09,2016,94 years 10 months,1128
78515,2020,9,2020-09,2016,94 years 10 months,1128
78516,2020,9,2020-09,2016,94 years 10 months,1128
78517,2020,9,2020-09,2016,94 years 10 months,1128
78518,2020,9,2020-09,2016,94 years 10 months,1128
78519,2020,9,2020-09,2016,94 years 09 months,1128
78520,2020,9,2020-09,1999,77 years 07 months,924
78521,2020,9,2020-09,2016,94 years 09 months,1128
78522,2020,9,2020-09,2016,94 years 09 months,1128
78523,2020,9,2020-09,2016,94 years 09 months,1128
78524,2020,9,2020-09,2016,94 years 09 months,1128
78525,2020,9,2020-09,2016,94 years 09 months,1128
